artist_name,track_name,track_id,popularity,acousticness,danceability,duration_ms,energy,key,liveness,loudness,speechiness,tempo,valence,top_200
Os Barões Da Pisadinha,Recairei - Ao Vivo,71FrGl0XcpL3VId65tB5mg,69.0,0.449,0.582,166838.0,0.937,A#,0.684,-2.118,0.0858,168.096,0.939,1
BLACKPINK,Ice Cream (with Selena Gomez),4JUPEh2DVSXFGExu4Uxevz,71.0,0.0317,0.79,177813.0,0.701,A,0.0311,-4.81,0.365,159.972,0.91,1
Marshmello,Be Kind (with Halsey),3Z8FwOEN59mRMxDCtb8N0A,80.0,0.00776,0.63,172762.0,0.633,E,0.0541,-7.088,0.0457,93.995,0.452,1
"Dua Lipa, Angèle",Fever,3wJVBz7gvGTwTWVAxFa6ny,73.0,0.0597,0.868,156911.0,0.693,F#,0.106,-7.052,0.181,114.999,0.396,1
Apache 207,Angst,5yUzqd3H7cmJ1no6B4uTzu,67.0,0.0213,0.599,201501.0,0.79,A,0.0778,-4.352,0.386,100.119,0.528,1
Taylor Swift,"no body, no crime (feat. HAIM)",3RaT22zZsxVYxxKR7TAaYF,68.0,0.418,0.546,215627.0,0.613,G,0.103,-7.589,0.0264,79.015,0.535,1
Surfaces,Sunday Best,1Cv1YLb4q0RzL6pybtaMLo,80.0,0.183,0.878,158571.0,0.525,F,0.0714,-6.832,0.0578,112.022,0.694,1
"Petter Ferraz, Menor Nico",Amor ou o Litrão,7qmnP8Woc47dLSrMD5MxL1,66.0,0.437,0.934,173913.0,0.707,A,0.0628,-4.214,0.0646,138.023,0.961,1
"Marshmello, Bastille",Happier,2dpaYNEQHiRxtZbfNsse99,82.0,0.191,0.687,214290.0,0.792,F,0.167,-2.749,0.0452,100.015,0.671,1
Queen,Don't Stop Me Now - Remastered 2011,7hQJA50XrCWABAu5v6QZ4i,74.0,0.0472,0.563,209413.0,0.865,F,0.77,-5.277,0.16,156.271,0.601,1
J Balvin,Azul,2lCkncy6bIB0LTMT7kvrD1,77.0,0.0816,0.843,205933.0,0.836,B,0.0532,-2.474,0.0695,94.018,0.65,1
"Os Barões Da Pisadinha, Xand Avião",Basta Você Me Ligar - Ao Vivo,3AV1KI22k1jGMz792lDrj1,68.0,0.5,0.599,182977.0,0.914,F,0.694,-2.415,0.0629,168.008,0.831,1
Kid Cudi,Tequila Shots,30KctD1WsHKTIYczXjip5a,74.0,0.084,0.712,193293.0,0.556,F,0.527,-7.214,0.0531,90.494,0.22,1
"MEDUZA, Becky Hill, Goodboys",Lose Control,7CHi4DtfK4heMlQaudCuHK,82.0,0.129,0.598,168387.0,0.526,A#,0.14,-8.659,0.0415,123.935,0.529,1
TWICE,I CAN'T STOP ME,37ZtpRBkHcaq6hHy0X98zn,76.0,0.121,0.657,205493.0,0.88,A#,0.463,-3.672,0.102,150.084,0.769,1
"CORPSE, Savage Ga$p",E-GIRLS ARE RUINING MY LIFE!,7bCfHiRcfUjG0YVVNUL7Ve,77.0,0.00161,0.614,105176.0,0.937,C#,0.103,-7.443,0.115,84.98,0.386,1
Mariah Carey,All I Want for Christmas Is You,0bYg9bo50gSsH3LtXe2SQn,65.0,0.164,0.336,241107.0,0.627,G,0.0708,-7.463,0.0384,150.273,0.35,1
Wham!,Last Christmas,2FRnf9qhLbvw8fu4IBXx78,63.0,0.189,0.735,262960.0,0.478,D,0.355,-12.472,0.0293,107.682,0.947,1
Ariana Grande,Santa Tell Me,0lizgQ7Qw35od7CYaoMBZb,61.0,0.0489,0.525,204093.0,0.621,G,0.294,-7.364,0.116,191.9,0.591,1
Brenda Lee,Rockin' Around The Christmas Tree,2EjXfH91m7f8HiJN1yQg97,58.0,0.614,0.589,126267.0,0.472,G#,0.505,-8.749,0.0502,67.196,0.898,1
Bobby Helms,Jingle Bell Rock,7vQbuQcyTflfCIOu3Uzzya,56.0,0.643,0.754,130973.0,0.424,D,0.0652,-8.463,0.0363,119.705,0.806,1
Michael Bublé,It's Beginning to Look a Lot like Christmas,5a1iz510sv2W9Dt1MvFd5R,55.0,0.908,0.339,206640.0,0.214,E,0.341,-11.714,0.0375,94.775,0.363,1
Andy Williams,It's the Most Wonderful Time of the Year,5hslUAKq9I9CG2bAulFkHN,55.0,0.766,0.24,151933.0,0.598,G,0.117,-8.435,0.0369,201.629,0.776,1
Kelly Clarkson,Underneath the Tree,3YZE5qDV7u1ZD1gZc47ZeR,49.0,0.00128,0.509,229640.0,0.812,G#,0.214,-5.439,0.0537,159.878,0.689,1
José Feliciano,Feliz Navidad,0oPdaY4dXtc3ZsaG17V972,49.0,0.55,0.513,182067.0,0.831,D,0.336,-9.004,0.0383,148.837,0.963,1
Dean Martin,Let It Snow! Let It Snow! Let It Snow!,2uFaJJtFpPDc5Pa95XzTvg,54.0,0.912,0.451,117147.0,0.24,C#,0.175,-14.014,0.0351,134.009,0.701,1
Frank Sinatra,Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),4kKdvXD0ez7jp1296JmAts,53.0,0.903,0.652,155453.0,0.259,D,0.362,-13.336,0.0595,142.169,0.836,1
Justin Bieber,Mistletoe,7xapw9Oy21WpfEcib2ErSA,59.0,0.498,0.657,182947.0,0.56,F#,0.0794,-9.049,0.0467,161.993,0.854,1
The Ronettes,Sleigh Ride,5ASM6Qjiav2xPe7gRkQMsQ,50.0,0.403,0.529,181267.0,0.772,D,0.316,-7.013,0.0287,91.751,0.853,1
Band Aid,Do They Know It's Christmas? - 1984 Version,0247StOpd3AkeBQzANX4Zf,51.0,0.164,0.599,222533.0,0.642,C,0.0992,-6.936,0.0363,115.412,0.349,1
Paul McCartney,Wonderful Christmastime - Edited Version / Remastered 2011,1SV1fxF65n9NhRHp3KlBuu,51.0,0.322,0.774,227653.0,0.511,B,0.0672,-8.914,0.0319,94.736,0.771,1
Michael Bublé,Holly Jolly Christmas,5PuKlCjfEVIXl0ZBp5ZW9g,48.0,0.865,0.647,119787.0,0.465,G,0.0882,-8.308,0.0428,151.251,0.699,1
"John Lennon, Yoko Ono",Happy Xmas (War Is Over) - Remastered 2010,27RYrbL6S02LNVhDWVl38b,53.0,0.28,0.321,214333.0,0.64,D,0.718,-10.023,0.0324,146.172,0.414,1
Nat King Cole,The Christmas Song (Merry Christmas To You),4PS1e8f2LvuTFgUs1Cn3ON,53.0,0.92,0.319,192160.0,0.21,C#,0.138,-15.231,0.0341,78.696,0.209,1
"Bing Crosby, Ken Darby Singers, John Scott Trotter & His Orchestra",White Christmas,4so0Wek9Ig1p6CRCHuINwW,51.0,0.673,0.317,177480.0,0.158,A,0.338,-16.485,0.0381,130.503,0.247,1
Playboi Carti,Slay3r,1eMNW1HQjF1dbb4GtnmpaX,63.0,0.165,0.885,164591.0,0.661,E,0.334,-5.062,0.141,140.028,0.436,1
Burl Ives,A Holly Jolly Christmas - Single Version,77khP2fIVhSW23NwxrRluh,49.0,0.579,0.683,135533.0,0.375,C,0.076,-13.056,0.0303,140.467,0.888,1
The Pogues,Fairytale of New York (feat. Kirsty MacColl),3VTNVsTTu05dmTsVFrmGpK,55.0,0.582,0.271,272467.0,0.551,D,0.256,-7.48,0.0457,78.111,0.428,1
Shakin' Stevens,Merry Christmas Everyone,2TE4xW3ImvpltVU0cPcKUn,47.0,0.129,0.534,220160.0,0.904,A,0.128,-3.315,0.0369,202.899,0.96,1
Elvis Presley,Blue Christmas,3QiAAp20rPC3dcAtKtMaqQ,49.0,0.9,0.465,129173.0,0.27,E,0.145,-16.661,0.0425,94.518,0.58,1
Chuck Berry,Run Rudolph Run - Single Version,47CIT5hMphuMQkpeyfGQTL,0.0,0.881,0.647,162897.0,0.876,A#,0.26,-5.662,0.185,151.925,0.949,1
The Jackson 5,Santa Claus Is Coming To Town,5Gz7EYD7JAmItA7FbhKgKb,0.0,0.458,0.691,144080.0,0.776,C,0.33,-4.177,0.0341,146.861,0.961,1
Kylie Minogue,Santa Baby,0cM5URUqqQTpJWonmdzF1J,42.0,0.744,0.685,202547.0,0.391,C#,0.142,-7.183,0.0435,87.101,0.443,1
"Perry Como, The Fontane Sisters",It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),2pXpURmn6zC5ZYDMms6fwa,49.0,0.76,0.724,155933.0,0.276,G,0.116,-12.25,0.0599,112.874,0.718,1
Darlene Love,Christmas (Baby Please Come Home),46pF1zFimM582ss1PrMy68,45.0,0.395,0.325,166453.0,0.759,G#,0.0773,-7.146,0.053,126.627,0.36,1
Elton John,Step Into Christmas,6sBWmE23q6xQHlnEZ8jYPT,43.0,0.102,0.526,272394.0,0.925,D,0.305,-5.584,0.0363,140.308,0.819,1
Kid Cudi,Show Out (with Skepta & Pop Smoke),5CFJRZRq6sdKKtRwNPWbYv,76.0,0.43,0.619,174960.0,0.589,C#,0.378,-6.531,0.124,143.896,0.158,1
Jonas Esticado,Investe Em Mim,15k1TDabqSEmyXOwMq9RM7,72.0,0.317,0.632,186533.0,0.953,A,0.125,-1.283,0.0325,160.061,0.798,1
Jorge & Mateus,Lance Individual,7GLWWrk1YlkPYqJK3ynIA0,72.0,0.309,0.752,164459.0,0.62,F,0.075,-5.536,0.0509,117.399,0.962,1
Daryl Hall & John Oates,Jingle Bell Rock - Daryl's Version,6pVW5LRWgeLaHudxauOTJU,43.0,0.613,0.666,126360.0,0.841,D,0.113,-3.592,0.0312,128.706,0.84,1
Coldplay,Christmas Lights,4QVdnpSO5JGMFOEl6ys4RQ,53.0,0.207,0.295,268521.0,0.496,G,0.858,-9.478,0.0327,132.062,0.224,1
Sam Smith,Have Yourself A Merry Little Christmas,1Qi2wh8fFgDV7tl4Sj3f2K,46.0,0.957,0.438,170964.0,0.178,F,0.316,-9.402,0.0414,75.248,0.344,1
Sia,Santa's Coming for Us,1N1ZpYUJc9fwrqk53FGgWv,49.0,0.0215,0.547,205267.0,0.814,C#,0.0475,-6.191,0.12,92.986,0.724,1
Britney Spears,My Only Wish (This Year),0YWUHZPJVg4iujddsJDwhM,43.0,0.169,0.669,255400.0,0.843,C,0.195,-3.766,0.0268,147.08,0.702,1
Brett Eldredge,"Baby, It's Cold Outside (feat. Meghan Trainor)",5Q2P43CJra0uRAogjHyJDK,44.0,0.738,0.583,173560.0,0.572,C#,0.266,-4.776,0.0366,113.998,0.684,1
Jonas Brothers,Like It's Christmas,1OjmlSFuzYflWjSMTCyTJv,47.0,0.0183,0.725,200880.0,0.571,C#,0.0519,-6.007,0.102,146.035,0.61,1
Ava Max,Christmas Without You,1QLZKzC2pjP4ySf4ALrNhm,45.0,0.424,0.654,169245.0,0.596,C#,0.11,-4.68,0.0458,118.078,0.382,1
Gwen Stefani,You Make It Feel Like Christmas (feat. Blake Shelton),2OQ6a4CfUeYskpTTgyawyJ,44.0,0.0156,0.635,156773.0,0.87,D,0.118,-4.291,0.04,93.0,0.912,1
Eminem,Gnat,6cS9PmLky2NhLOhpIsUlow,70.0,0.248,0.835,224656.0,0.869,A#,0.462,-4.582,0.27,140.945,0.82,1
Nat King Cole,Joy To The World,5oWFPbd340pwiXKMO1CQRy,0.0,0.894,0.59,86760.0,0.305,A#,0.14,-12.955,0.032,102.103,0.545,1
Michael Bublé,Santa Claus Is Coming to Town,1RMDXedcRno6rDBCbNHDJf,44.0,0.785,0.594,171093.0,0.389,A#,0.0313,-7.109,0.0517,122.331,0.396,1
Idina Menzel,Baby It's Cold Outside (duet with Michael Bublé),0Ie5uiv54KgCr7P4sYDTHl,47.0,0.647,0.553,166147.0,0.476,C,0.281,-8.869,0.0649,113.401,0.558,1
Taylor Swift,‘tis the damn season,7dW84mWkdWE5a6lFWxJCBG,66.0,0.735,0.575,229840.0,0.434,F,0.105,-8.193,0.0312,145.916,0.348,1
The Jackson 5,I Saw Mommy Kissing Santa Claus,15sxLiiChE5dCW3Y756oas,44.0,0.263,0.583,181267.0,0.712,D#,0.817,-8.222,0.0538,128.897,0.614,1
"Eartha Kitt, Henri Rene & His Orchestra",Santa Baby (with Henri René & His Orchestra),1foCxQtxBweJtZmdxhEHVO,41.0,0.902,0.7,206067.0,0.139,G#,0.185,-12.346,0.0607,84.485,0.49,1
"Mykola Dmytrovych Leontovych, John Williams",Carol of the Bells,4tHqQMWSqmL6YjXwsqthDI,51.0,0.994,0.418,85267.0,0.106,G#,0.179,-22.507,0.0448,46.718,0.8,1
Taylor Swift,gold rush,5BK0uqwY9DNfZ630STAEaq,70.0,0.83,0.512,185320.0,0.462,A,0.121,-10.491,0.0408,112.05,0.353,1
Stevie Wonder,What Christmas Means To Me,6Wn9zkkbWdK42uXCcADkRq,0.0,0.0982,0.545,148147.0,0.7,F,0.1,-6.961,0.0323,83.506,0.799,1
Shawn Mendes,The Christmas Song (Shawn Mendes & Camila Cabello),0fwxmtpxpMmEMphmJbCAEx,42.0,0.888,0.341,196254.0,0.181,D,0.137,-12.073,0.0366,83.608,0.212,1
Dean Martin,"Baby, It's Cold Outside",4MrfQL4TYQXJBlZYpAHTuE,44.0,0.882,0.469,143733.0,0.196,C,0.0513,-16.093,0.0571,130.036,0.537,1
Bruce Springsteen,"Santa Claus Is Comin' to Town - Live at C.W. Post College, Greenvale, NY - December 1975",6s2wpWPFPAgKg2LXxi1Oee,44.0,0.362,0.357,267600.0,0.668,C,0.727,-8.444,0.0479,139.986,0.407,1
Leona Lewis,One More Sleep,78pn8k7RogKo2oxl0DyX6d,42.0,0.464,0.638,239587.0,0.813,B,0.344,-3.849,0.0362,112.986,0.754,1
The Beach Boys,Little Saint Nick - 1991 Remix,63Lk6VuXdj7S58R3wLdv9r,0.0,0.108,0.602,118840.0,0.553,B,0.0512,-9.336,0.0328,130.594,0.971,1
Liam Payne,Naughty List (with Dixie),2Y0ktCGrGoGcQFXsGztvhi,51.0,0.0318,0.619,154747.0,0.771,A,0.114,-2.204,0.0601,81.966,0.704,1
Meghan Trainor,I'll Be Home,0lTurWECr2XL607eJAj1A3,45.0,0.318,0.542,219653.0,0.37,D,0.108,-7.779,0.0257,84.796,0.289,1
Dean Martin,Rudolph The Red-Nosed Reindeer,2L9QLAhrvtP4EYg1lY0Tnw,41.0,0.919,0.478,135760.0,0.201,G,0.0854,-16.768,0.0332,136.471,0.857,1
Frank Sinatra,Mistletoe And Holly - Remastered 1999,7faDzZnZYqTyYThx2sbHVQ,38.0,0.804,0.607,136427.0,0.103,A,0.076,-14.405,0.0404,110.378,0.341,1
Frank Sinatra,Jingle Bells - Remastered 1999,4HEOgBHRCExyYVeTyrXsnL,36.0,0.727,0.512,120693.0,0.339,G#,0.0977,-13.119,0.0498,174.609,0.951,1
Mariah Carey,Oh Santa! (feat. Ariana Grande & Jennifer Hudson),1Ri9P0ZPrqr6h0REDRdJBd,47.0,0.0339,0.648,200467.0,0.938,C#,0.0564,-3.298,0.115,78.496,0.849,1
Bing Crosby,Do You Hear What I Hear? - Remastered 2006,5aDoUmxBsbdpS16alksb5Z,44.0,0.813,0.566,165667.0,0.246,A#,0.195,-15.499,0.0276,101.529,0.412,1
Pentatonix,Hallelujah,0HZk0QsXPhMNAWNDR3rYE8,60.0,0.47,0.364,268960.0,0.378,G,0.339,-7.381,0.0331,89.918,0.366,1
Donny Hathaway,This Christmas,38xhBO2AKrJnjdjVnhJES6,42.0,0.292,0.634,231173.0,0.645,F,0.246,-9.2,0.0376,93.047,0.677,1
Tony Bennett,Winter Wonderland,6kkJlaBYdyFcwCg67hW40t,29.0,0.727,0.604,149307.0,0.497,C#,0.102,-6.676,0.0319,126.011,0.72,1
Taylor Swift,Christmas Tree Farm,2mvabkN1i2gLnGAPUVdwek,52.0,0.06,0.598,228027.0,0.68,G,0.324,-4.505,0.0331,134.002,0.437,1
Katy Perry,Cozy Little Christmas,02FaKXXL7KUtRc7K0k54tL,41.0,0.128,0.774,182521.0,0.608,G,0.0895,-6.264,0.128,137.494,0.56,1
*NSYNC,"Merry Christmas, Happy Holidays",4v9WbaxW8HdjqfUiWYWsII,41.0,0.104,0.643,255307.0,0.939,F,0.881,-3.967,0.0463,104.999,0.756,1
Taylor Swift,tolerate it,0PurA4JVJ8YQgSVopY8fn6,67.0,0.878,0.316,245440.0,0.361,A,0.0797,-10.381,0.0488,74.952,0.221,1
Eagles,Please Come Home for Christmas - 2013 Remaster,3QIoEi8Enr9uHffwInGIsC,44.0,0.599,0.612,177440.0,0.289,A,0.0561,-11.568,0.0421,183.18,0.466,1
Meghan Trainor,My Kind Of Present,2rkb8ijsPapKDMEh0cSe8I,41.0,0.373,0.485,161013.0,0.444,C#,0.0969,-6.232,0.195,179.967,0.777,1
Taylor Swift,happiness,73YUReisjb3A9ActdLLjJQ,65.0,0.87,0.559,315147.0,0.334,B,0.114,-10.733,0.0376,122.079,0.211,1
Taylor Swift,ivy,19CSr8rwW05VJL2F91KFNK,66.0,0.855,0.515,260440.0,0.545,D,0.0921,-9.277,0.0353,88.856,0.535,1
Taylor Swift,dorothea,670fUmXf4KQekzbEgaXyPA,64.0,0.696,0.605,225880.0,0.488,E,0.129,-8.322,0.0264,119.966,0.354,1
Taylor Swift,coney island (feat. The National),3k7ne7VmH43ZPWxPdvPUgR,64.0,0.819,0.537,275320.0,0.537,G#,0.142,-11.266,0.0617,107.895,0.292,1
Taylor Swift,evermore (feat. Bon Iver),3O5osWf1rSoKMwe6E9ZaXP,66.0,0.937,0.39,304107.0,0.27,C#,0.111,-10.673,0.0308,125.177,0.32,1
Taylor Swift,long story short,2o2sgVJIgFXk8GQjWTgI6U,66.0,0.66,0.546,215920.0,0.73,C,0.0972,-7.704,0.0417,157.895,0.573,1
Taylor Swift,cowboy like me,1XjHRolIXL2M1EEOUsGGR4,64.0,0.768,0.604,275040.0,0.517,C,0.123,-9.014,0.0347,127.967,0.511,1
Taylor Swift,marjorie,12ntTeqEeTg7GAVpe8Mhpl,64.0,0.876,0.535,257773.0,0.561,F,0.115,-11.609,0.0484,96.103,0.287,1
Taylor Swift,closure,35rdVq36LMHQX0Suw9a6tK,62.0,0.835,0.689,180653.0,0.704,A,0.134,-10.813,0.245,151.884,0.92,1
Kid Cudi,She Knows This,1xzUQMiCoY5pdego0pHMeV,64.0,0.162,0.39,216560.0,0.724,F#,0.393,-7.607,0.0889,165.945,0.312,1
Kid Cudi,Another Day,6myUpr3GDR80Dg3zqNTmmG,63.0,0.556,0.646,199787.0,0.758,E,0.335,-7.75,0.0708,172.995,0.0642,1
Kid Cudi,"Solo Dolo, Pt. III",27oVCAziETRbNuo5A8LNpg,61.0,0.239,0.589,242267.0,0.727,A#,0.164,-6.907,0.0866,152.058,0.52,1
Kid Cudi,Dive,7Hc3YL8oDiAzbiAW32KXrw,60.0,0.67,0.64,148707.0,0.621,A,0.36,-8.269,0.0679,123.105,0.332,1
Kid Cudi,Heaven On Earth,2koUj1Fn5TKFEkChSmBPIb,59.0,0.379,0.786,201093.0,0.61,C,0.0765,-6.736,0.0558,130.036,0.228,1
Kid Cudi,Sad People,4nuAslShoN77tq12fzwjUq,62.0,0.247,0.636,176027.0,0.647,F,0.113,-6.971,0.0381,158.073,0.416,1
Kid Cudi,Damaged,2n7Ao4nyESBa5ti8gcAbBt,57.0,0.553,0.625,150853.0,0.581,G#,0.254,-7.1,0.0316,142.04,0.267,1
Bad Bunny,YO VISTO ASÍ,5fROvzNghPid8mbKNDYvpJ,73.0,0.0947,0.688,191526.0,0.881,G,0.0804,-4.889,0.0474,123.013,0.677,1
Kid Cudi,Beautiful Trip,4IIuCotvqijraSdnVLaFnM,54.0,0.972,0.331,37013.0,0.513,B,0.882,-15.392,0.632,133.971,0.42,1
Kid Cudi,The Void,2yg7MXp8nSPaf61HVkhEr3,61.0,0.365,0.464,325413.0,0.459,G,0.117,-8.736,0.0314,142.017,0.0786,1
Taylor Swift,cardigan,4R2kfaDFhslZEMJqAFNpdd,79.0,0.537,0.613,239560.0,0.581,C,0.25,-8.588,0.0424,130.033,0.551,1
Juice WRLD,Real Shit (with benny blanco),3uVPLtkmDu8pDkYEAVqbgS,70.0,0.605,0.703,183783.0,0.703,C#,0.12,-4.672,0.133,76.017,0.697,1
Shawn Mendes,Teach Me How To Love,5LZtB6nxvjIhUoElp3Zqk0,68.0,0.0505,0.592,202357.0,0.885,A,0.0843,-4.944,0.0807,98.991,0.731,1
The Weeknd,Blinding Lights (with ROSALÍA) - Remix,7MXgrcOQAJ5VwSNUL0lDd3,64.0,0.0133,0.49,216123.0,0.694,F,0.0946,-5.793,0.0618,170.903,0.249,1
"Tory Lanez, Jack Harlow","WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix",2MbdDtCv5LUVjYy9RuGTgC,80.0,0.0631,0.904,227478.0,0.723,B,0.185,-5.224,0.26,145.013,0.835,1
Bad Bunny,TE DESEO LO MEJOR,23XjN1s3DZC8Q9ZwuorYY4,70.0,0.158,0.763,139576.0,0.597,C#,0.111,-5.054,0.0416,126.054,0.194,1
Lil Baby,Errbody,6eVxH9Kyanzrw636zJRPcw,68.0,0.000407,0.887,210699.0,0.606,D,0.151,-6.572,0.324,139.995,0.272,1
Miley Cyrus,Angels Like You,1daDRI9ahBonbWD8YcxOIB,77.0,0.0981,0.672,196453.0,0.642,F,0.1,-4.035,0.0313,121.981,0.494,1
BTS,Blue & Grey,0n2moJpAEWHwaPYYjkzMDl,77.0,0.42,0.547,254950.0,0.605,G#,0.125,-6.755,0.0415,121.953,0.364,1
salem ilese,Mad at Disney,7aGyRfJWtLqgJaZoG9lJhE,76.0,0.424,0.738,136839.0,0.621,C,0.692,-7.313,0.0486,113.968,0.715,1
"Bad Bunny, Jowell & Randy, Ñengo Flow",Safaera,2DEZmgHKAvm41k4J3R2E9Y,79.0,0.0103,0.607,295177.0,0.829,D,0.107,-4.074,0.379,96.172,0.685,1
Bad Bunny,LA DROGA,67ACYA3UI6QMNtHX6b34wX,70.0,0.0439,0.643,162299.0,0.727,C#,0.123,-5.506,0.0389,90.019,0.295,1
The Kid LAROI,GO (feat. Juice WRLD),2rPHUAeUPbNgTmK18FPTiZ,78.0,0.157,0.487,181688.0,0.74,F#,0.612,-4.973,0.0944,73.779,0.522,1
Studio Killers,Jenny (I Wanna Ruin Our Friendship),4JLBDUYSaOMPYND0iWeSWQ,72.0,0.00305,0.668,215280.0,0.798,B,0.277,-5.701,0.0334,133.928,0.575,1
24kGoldn,"Mood (Remix) feat. Justin Bieber, J Balvin & iann dior",6FuGJB290AQMAHTfjOYVaK,77.0,0.151,0.721,192745.0,0.745,G,0.372,-3.508,0.0366,90.988,0.699,1
Bad Bunny,HOY COBRÉ,0tjZv2hChdHZCW1zFXpy1J,70.0,0.0464,0.86,162151.0,0.725,B,0.0994,-6.7,0.249,145.001,0.375,1
Bad Bunny,MALDITA POBREZA,0Lsis3LB0XAK6XlTHXaJk2,67.0,0.139,0.762,213609.0,0.861,E,0.0956,-4.075,0.0652,133.037,0.588,1
Bad Bunny,EL MUNDO ES MÍO,36DHxTW2xdr9GG15T9oK9L,67.0,0.166,0.716,165199.0,0.522,F,0.113,-6.834,0.0582,76.993,0.224,1
Bad Bunny,ANTES QUE SE ACABE,7kjEqI6eZ7YlFrGhxixnlN,76.0,0.505,0.693,221187.0,0.549,D,0.324,-6.098,0.0577,139.988,0.473,1
"Bad Bunny, ABRA",SORRY PAPI,5jZ32WOU7sqzDYbzINwMUk,70.0,0.0601,0.612,163053.0,0.561,C#,0.145,-6.054,0.0851,191.911,0.393,1
Bad Bunny,120,3KJ3opyV29269SXkPrc19l,72.0,0.451,0.636,151506.0,0.656,D,0.287,-5.542,0.0676,171.918,0.439,1
Bad Bunny,TRELLAS,09WAnxdBuebQopKhJT3oZS,66.0,0.2,0.43,157673.0,0.412,D,0.324,-5.372,0.0281,90.872,0.0508,1
Paul McCartney,Wonderful Christmastime [Edited Version] - Remastered 2011 / Edited Version,1SV1fxF65n9NhRHp3KlBuu,51.0,0.322,0.774,227653.0,0.511,B,0.0672,-8.914,0.0319,94.736,0.771,1
BTS,Fly To My Room,3QH8rQGNFX8VLbCgZ7uPTS,76.0,0.0484,0.764,222243.0,0.526,B,0.0718,-7.355,0.212,114.91,0.588,1
BTS,Telepathy,2FVpOsjT1iquZ3SpCjZ9Ne,77.0,0.00782,0.787,202313.0,0.669,F,0.123,-4.333,0.0428,104.994,0.57,1
BTS,Dis-ease,54DmTIv86D3sYdiawjULQ0,75.0,0.0132,0.731,239722.0,0.845,G#,0.0782,-5.352,0.132,101.085,0.484,1
BTS,Stay,3ndCsZfq8OVwwkz9mmZvUz,76.0,0.114,0.582,204800.0,0.693,F#,0.13,-5.048,0.0465,125.904,0.341,1
Miley Cyrus,Heart Of Glass (Live from the iHeart Festival),5i7ThJfYLAzp2DyZuFpF6j,71.0,0.000335,0.58,213672.0,0.908,E,0.087,-5.303,0.0341,115.016,0.427,1
Trio Vegabajeño,CANTARES DE NAVIDAD,2Iv6YBslkxslMJQsxshZh5,56.0,0.777,0.764,199720.0,0.523,D,0.352,-7.371,0.0406,118.671,0.962,1
Miley Cyrus,Plastic Hearts,6qCsKKS7Ol63SJW3LOIX5R,74.0,0.0511,0.551,205733.0,0.756,D,0.0765,-4.948,0.0652,175.984,0.618,1
"Jhay Cortez, Bad Bunny",CÓMO SE SIENTE - Remix,2tFwfmceQa1Y6nRPhYbEtC,81.0,0.0946,0.807,227520.0,0.606,D#,0.119,-8.871,0.088,92.988,0.304,1
BTS,Skit,4GVwjLRT7oSsKby7Vy8EHr,60.0,0.864,0.703,179548.0,0.321,E,0.908,-13.135,0.884,114.822,0.544,1
Sfera Ebbasta,Baby (with J Balvin),3eblNP3Zd5b5J3JaOckl8Y,69.0,0.125,0.755,193555.0,0.882,A#,0.103,-1.957,0.0532,99.984,0.606,1
"Clean Bandit, Mabel",Tick Tock (feat. 24kGoldn),27u7t9d7ZQoyjsCROHuZJ3,78.0,0.369,0.779,178374.0,0.705,C,0.124,-3.895,0.0344,101.022,0.946,1
"Christian Nodal, Ángela Aguilar",Dime Cómo Quieres,4jcxBTrNvyqMJdMDyyjdYV,75.0,0.322,0.839,171360.0,0.667,B,0.244,-3.961,0.031,124.889,0.878,1
Sfera Ebbasta,Tik Tok (feat. Marracash & Guè Pequeno),3tkYK45AZC0PqJ7MSe6IyJ,59.0,0.0985,0.723,230389.0,0.673,A,0.323,-7.636,0.137,120.046,0.302,1
Master KG,Jerusalema (feat. Nomcebo Zikode),2MlOUXmcofMackX3bxfSwi,78.0,0.0185,0.88,342613.0,0.483,C#,0.0607,-7.012,0.0505,124.009,0.827,1
Sfera Ebbasta,Abracadabra (feat. Future),2GuLouaDNgLGxdJoe0vYf6,55.0,0.0461,0.846,192965.0,0.681,F,0.112,-7.091,0.174,131.988,0.809,1
Aya Nakamura,Djadja (feat. Maluma) - Remix,6AzKhCHOms83jvNVLsz0Bt,72.0,0.175,0.791,166851.0,0.682,F,0.0926,-7.328,0.158,98.031,0.672,1
The Kid LAROI,ALWAYS DO,3QCU8BT0zDS9LPVfEhRFEE,76.0,0.0442,0.762,151705.0,0.426,G#,0.0858,-6.865,0.113,167.827,0.582,1
Juice WRLD,Smile (with The Weeknd),6wQlQrTY5mVS8EGaFZVwVF,75.0,0.224,0.694,196180.0,0.685,F#,0.124,-6.535,0.133,158.831,0.306,1
BLACKPINK,Pretty Savage,1XnpzbOGptRwfJhZgLbmSr,75.0,0.00886,0.701,201122.0,0.556,A,0.106,-7.42,0.0414,152.045,0.333,1
"Jawsh 685, Jason Derulo",Savage Love (Laxed – Siren Beat) [BTS Remix],4TgxFMOn5yoESW6zCidCXL,76.0,0.16,0.758,184905.0,0.598,C,0.295,-5.695,0.0868,149.836,0.658,1
Justin Timberlake,Mirrors,4rHZZAmHpZrA3iH5zx8frV,78.0,0.234,0.574,484147.0,0.512,F,0.0946,-6.664,0.0503,76.899,0.512,1
